event,time,distinct_id,$browser,$browser_version,$city,$current_url,$device_id,$initial_referrer,$initial_referring_domain,$insert_id,$lib_version,$mp_api_endpoint,$mp_api_timestamp_ms,$os,$region,$screen_height,$screen_width,env,guest,legalGuardianUuid,mp_country_code,mp_lib,mp_processing_time_ms,mp_sent_by_lib_version,student,user,grades,pluginCode,$user_id,campus_code,institution_code,name,school_id,$referrer,$referring_domain,$search_engine,$device,fbclid,$anon_id,$identified_id,$distinct_id_before_identity,$is_reshuffled,$failure_description,$failure_reason,audiovisual_label_id,date,data_source
map_filter_apply,2025-07-05 09:43:45,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/,197db4838fcce6-0fdec773151a04-26011151-3c0500-197db4838fcce6,$direct,$direct,1qf0p2l609zlxeu2,2.55.1,api-js.mixpanel.com,1751733825762,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751733825836,2.55.1,e344f411-4a7b-4041-9e75-a75d906d7c9e,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,,,,,,,,,,,,,,,,,2025-07-05,mixpanel
map_filter_click,2025-07-05 09:46:45,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/,197db4838fcce6-0fdec773151a04-26011151-3c0500-197db4838fcce6,$direct,$direct,4ow4wv202krh82eo,2.55.1,api-js.mixpanel.com,1751734006412,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751734006485,2.55.1,e344f411-4a7b-4041-9e75-a75d906d7c9e,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,,,,,,,,,,,,,,,,,2025-07-05,mixpanel
map_filter_PERFORMANCE_3,2025-07-05 09:47:06,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/,197db4838fcce6-0fdec773151a04-26011151-3c0500-197db4838fcce6,$direct,$direct,nv277ww8omqbxd8z,2.55.1,api-js.mixpanel.com,1751734026567,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751734026762,2.55.1,e344f411-4a7b-4041-9e75-a75d906d7c9e,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,,,,,,,,,,,,,,,,,2025-07-05,mixpanel
map_filter_click,2025-07-05 09:47:06,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/,197db4838fcce6-0fdec773151a04-26011151-3c0500-197db4838fcce6,$direct,$direct,azry4e9xzgqja3vk,2.55.1,api-js.mixpanel.com,1751734026567,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751734026762,2.55.1,e344f411-4a7b-4041-9e75-a75d906d7c9e,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,,,,,,,,,,,,,,,,,2025-07-05,mixpanel
map_filter_apply,2025-07-05 09:47:09,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/,197db4838fcce6-0fdec773151a04-26011151-3c0500-197db4838fcce6,$direct,$direct,yeylmvfymegygjav,2.55.1,api-js.mixpanel.com,1751734031641,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751734031770,2.55.1,e344f411-4a7b-4041-9e75-a75d906d7c9e,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,,,,,,,,,,,,,,,,,2025-07-05,mixpanel
map_filter_PERFORMANCE_3,2025-07-05 09:47:10,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/,197db4838fcce6-0fdec773151a04-26011151-3c0500-197db4838fcce6,$direct,$direct,gx6bdiu4kzcoct13,2.55.1,api-js.mixpanel.com,1751734031642,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751734031770,2.55.1,e344f411-4a7b-4041-9e75-a75d906d7c9e,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,,,,,,,,,,,,,,,,,2025-07-05,mixpanel
map_filter_click,2025-07-05 09:47:25,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/,197db4838fcce6-0fdec773151a04-26011151-3c0500-197db4838fcce6,$direct,$direct,7zciqk6ibrcclb5n,2.55.1,api-js.mixpanel.com,1751734046781,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751734046854,2.55.1,e344f411-4a7b-4041-9e75-a75d906d7c9e,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,,,,,,,,,,,,,,,,,2025-07-05,mixpanel
map_filter_click,2025-07-05 09:47:51,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/,197db4838fcce6-0fdec773151a04-26011151-3c0500-197db4838fcce6,$direct,$direct,wekeyu1z0psg8xls,2.55.1,api-js.mixpanel.com,1751734072017,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751734072068,2.55.1,e344f411-4a7b-4041-9e75-a75d906d7c9e,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,,,,,,,,,,,,,,,,,2025-07-05,mixpanel
map_filter_PERFORMANCE_4,2025-07-05 09:48:52,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/,197db4838fcce6-0fdec773151a04-26011151-3c0500-197db4838fcce6,$direct,$direct,7l835jxbqq5ntlyz,2.55.1,api-js.mixpanel.com,1751734132171,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751734132226,2.55.1,e344f411-4a7b-4041-9e75-a75d906d7c9e,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,,,,,,,,,,,,,,,,,2025-07-05,mixpanel
map_filter_PERFORMANCE_5,2025-07-05 09:48:55,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/,197db4838fcce6-0fdec773151a04-26011151-3c0500-197db4838fcce6,$direct,$direct,9jrb4m89kcucc3c8,2.55.1,api-js.mixpanel.com,1751734137269,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751734137347,2.55.1,e344f411-4a7b-4041-9e75-a75d906d7c9e,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,,,,,,,,,,,,,,,,,2025-07-05,mixpanel
map_filter_PERFORMANCE_5,2025-07-05 09:48:57,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/,197db4838fcce6-0fdec773151a04-26011151-3c0500-197db4838fcce6,$direct,$direct,qbzwbplame69hlnb,2.55.1,api-js.mixpanel.com,1751734137269,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751734137347,2.55.1,e344f411-4a7b-4041-9e75-a75d906d7c9e,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,,,,,,,,,,,,,,,,,2025-07-05,mixpanel
map_filter_apply,2025-07-05 09:48:57,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/,197db4838fcce6-0fdec773151a04-26011151-3c0500-197db4838fcce6,$direct,$direct,stf0oj6e8ebaeq8c,2.55.1,api-js.mixpanel.com,1751734137269,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751734137346,2.55.1,e344f411-4a7b-4041-9e75-a75d906d7c9e,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,,,,,,,,,,,,,,,,,2025-07-05,mixpanel
map_grade_click,2025-07-05 09:50:52,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/,197db4838fcce6-0fdec773151a04-26011151-3c0500-197db4838fcce6,$direct,$direct,4ialf6fuzjai55j4,2.55.1,api-js.mixpanel.com,1751734252816,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751734252843,2.55.1,e344f411-4a7b-4041-9e75-a75d906d7c9e,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,,,,,,,,,,,,,,,,,2025-07-05,mixpanel
map_filter_click,2025-07-05 09:51:12,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/,197db4838fcce6-0fdec773151a04-26011151-3c0500-197db4838fcce6,$direct,$direct,pmrjagql795jhmc7,2.55.1,api-js.mixpanel.com,1751734272931,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751734273014,2.55.1,e344f411-4a7b-4041-9e75-a75d906d7c9e,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,,,,,,,,,,,,,,,,,2025-07-05,mixpanel
map_location_click,2025-07-05 09:51:58,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/,197db4838fcce6-0fdec773151a04-26011151-3c0500-197db4838fcce6,$direct,$direct,jje059oeosuzub0p,2.55.1,api-js.mixpanel.com,1751734318099,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751734318440,2.55.1,e344f411-4a7b-4041-9e75-a75d906d7c9e,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,,,,,,,,,,,,,,,,,2025-07-05,mixpanel
map_grade_click,2025-07-05 09:52:01,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/,197db4838fcce6-0fdec773151a04-26011151-3c0500-197db4838fcce6,$direct,$direct,iptpafieqwz0vfwj,2.55.1,api-js.mixpanel.com,1751734323219,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751734323274,2.55.1,e344f411-4a7b-4041-9e75-a75d906d7c9e,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,,,,,,,,,,,,,,,,,2025-07-05,mixpanel
map_filter_click,2025-07-05 10:12:12,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/,197db4838fcce6-0fdec773151a04-26011151-3c0500-197db4838fcce6,$direct,$direct,kuac6gil3frb29dc,2.55.1,api-js.mixpanel.com,1751735532201,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751735532319,2.55.1,e344f411-4a7b-4041-9e75-a75d906d7c9e,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,,,,,,,,,,,,,,,,,2025-07-05,mixpanel
map_filter_clean,2025-07-05 10:12:17,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/,197db4838fcce6-0fdec773151a04-26011151-3c0500-197db4838fcce6,$direct,$direct,2397ft4z73opfpnw,2.55.1,api-js.mixpanel.com,1751735537387,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751735537492,2.55.1,e344f411-4a7b-4041-9e75-a75d906d7c9e,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,,,,,,,,,,,,,,,,,2025-07-05,mixpanel
map_filter_DISTANCE_1,2025-07-05 10:12:20,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/,197db4838fcce6-0fdec773151a04-26011151-3c0500-197db4838fcce6,$direct,$direct,jtsil8nlvhu80z6a,2.55.1,api-js.mixpanel.com,1751735542502,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751735542707,2.55.1,e344f411-4a7b-4041-9e75-a75d906d7c9e,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,,,,,,,,,,,,,,,,,2025-07-05,mixpanel
map_filter_DISTANCE_2,2025-07-05 10:12:21,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/,197db4838fcce6-0fdec773151a04-26011151-3c0500-197db4838fcce6,$direct,$direct,gqt5898kkni3ivx6,2.55.1,api-js.mixpanel.com,1751735542502,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751735542708,2.55.1,e344f411-4a7b-4041-9e75-a75d906d7c9e,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,,,,,,,,,,,,,,,,,2025-07-05,mixpanel
map_filter_DISTANCE_3,2025-07-05 10:12:21,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/,197db4838fcce6-0fdec773151a04-26011151-3c0500-197db4838fcce6,$direct,$direct,c5oykb4ynu3c9bun,2.55.1,api-js.mixpanel.com,1751735542502,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751735542708,2.55.1,e344f411-4a7b-4041-9e75-a75d906d7c9e,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,,,,,,,,,,,,,,,,,2025-07-05,mixpanel
map_filter_DISTANCE_4,2025-07-05 10:12:22,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/,197db4838fcce6-0fdec773151a04-26011151-3c0500-197db4838fcce6,$direct,$direct,wau8uxf1fmllgkzx,2.55.1,api-js.mixpanel.com,1751735542502,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751735542707,2.55.1,e344f411-4a7b-4041-9e75-a75d906d7c9e,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,,,,,,,,,,,,,,,,,2025-07-05,mixpanel
map_filter_PERFORMANCE_2,2025-07-05 10:12:26,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/,197db4838fcce6-0fdec773151a04-26011151-3c0500-197db4838fcce6,$direct,$direct,300v6qn0oxijpetp,2.55.1,api-js.mixpanel.com,1751735547694,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751735547734,2.55.1,e344f411-4a7b-4041-9e75-a75d906d7c9e,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,,,,,,,,,,,,,,,,,2025-07-05,mixpanel
map_filter_PERFORMANCE_3,2025-07-05 10:12:27,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/,197db4838fcce6-0fdec773151a04-26011151-3c0500-197db4838fcce6,$direct,$direct,a85499p21jm4uq09,2.55.1,api-js.mixpanel.com,1751735547694,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751735547734,2.55.1,e344f411-4a7b-4041-9e75-a75d906d7c9e,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,,,,,,,,,,,,,,,,,2025-07-05,mixpanel
map_filter_PERFORMANCE_5,2025-07-05 10:12:27,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/,197db4838fcce6-0fdec773151a04-26011151-3c0500-197db4838fcce6,$direct,$direct,lly1c5zt276tqmd0,2.55.1,api-js.mixpanel.com,1751735547694,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751735547734,2.55.1,e344f411-4a7b-4041-9e75-a75d906d7c9e,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,,,,,,,,,,,,,,,,,2025-07-05,mixpanel
map_filter_PERFORMANCE_4,2025-07-05 10:12:27,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/,197db4838fcce6-0fdec773151a04-26011151-3c0500-197db4838fcce6,$direct,$direct,7r9qf41ohjhh9s85,2.55.1,api-js.mixpanel.com,1751735547694,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751735547734,2.55.1,e344f411-4a7b-4041-9e75-a75d906d7c9e,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,,,,,,,,,,,,,,,,,2025-07-05,mixpanel
map_grade_click,2025-07-05 10:13:12,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/,197db4838fcce6-0fdec773151a04-26011151-3c0500-197db4838fcce6,$direct,$direct,5samx6q5c27jhsy4,2.55.1,api-js.mixpanel.com,1751735592934,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751735593013,2.55.1,e344f411-4a7b-4041-9e75-a75d906d7c9e,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,,,,,,,,,,,,,,,,,2025-07-05,mixpanel
map_location_click,2025-07-05 10:13:27,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/,197db4838fcce6-0fdec773151a04-26011151-3c0500-197db4838fcce6,$direct,$direct,a7ep1l9ixi2stvp7,2.55.1,api-js.mixpanel.com,1751735608143,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751735608296,2.55.1,e344f411-4a7b-4041-9e75-a75d906d7c9e,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,,,,,,,,,,,,,,,,,2025-07-05,mixpanel
map_filter_click,2025-07-05 10:13:31,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/,197db4838fcce6-0fdec773151a04-26011151-3c0500-197db4838fcce6,$direct,$direct,w1jvlu1un2f7zgzw,2.55.1,api-js.mixpanel.com,1751735613272,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751735613306,2.55.1,e344f411-4a7b-4041-9e75-a75d906d7c9e,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,,,,,,,,,,,,,,,,,2025-07-05,mixpanel
map_filter_AGREEMENTS_1,2025-07-05 10:13:33,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/,197db4838fcce6-0fdec773151a04-26011151-3c0500-197db4838fcce6,$direct,$direct,r8c1xpjfh645a0t4,2.55.1,api-js.mixpanel.com,1751735613272,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751735613306,2.55.1,e344f411-4a7b-4041-9e75-a75d906d7c9e,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,,,,,,,,,,,,,,,,,2025-07-05,mixpanel
map_filter_AGREEMENTS_2,2025-07-05 10:13:33,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/,197db4838fcce6-0fdec773151a04-26011151-3c0500-197db4838fcce6,$direct,$direct,pr4pekbd5r2y9x90,2.55.1,api-js.mixpanel.com,1751735613272,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751735613307,2.55.1,e344f411-4a7b-4041-9e75-a75d906d7c9e,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,,,,,,,,,,,,,,,,,2025-07-05,mixpanel
map_grade_click,2025-07-05 10:14:03,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/,197db4838fcce6-0fdec773151a04-26011151-3c0500-197db4838fcce6,$direct,$direct,3qurh4wb7o44j6r9,2.55.1,api-js.mixpanel.com,1751735643454,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751735643528,2.55.1,e344f411-4a7b-4041-9e75-a75d906d7c9e,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,,,,,,,,,,,,,,,,,2025-07-05,mixpanel
map_grade_click,2025-07-05 10:14:17,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/,197db4838fcce6-0fdec773151a04-26011151-3c0500-197db4838fcce6,$direct,$direct,0jdq1r31oq9287at,2.55.1,api-js.mixpanel.com,1751735658563,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751735658644,2.55.1,e344f411-4a7b-4041-9e75-a75d906d7c9e,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,,,,,,,,,,,,,,,,,2025-07-05,mixpanel
map_grade_click,2025-07-05 10:14:23,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/,197db4838fcce6-0fdec773151a04-26011151-3c0500-197db4838fcce6,$direct,$direct,g1cs46atp5sryld9,2.55.1,api-js.mixpanel.com,1751735663695,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751735663777,2.55.1,e344f411-4a7b-4041-9e75-a75d906d7c9e,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,,,,,,,,,,,,,,,,,2025-07-05,mixpanel
map_location_click,2025-07-05 10:14:32,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/,197db4838fcce6-0fdec773151a04-26011151-3c0500-197db4838fcce6,$direct,$direct,w05kgm6jn8e55ake,2.55.1,api-js.mixpanel.com,1751735673832,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751735673891,2.55.1,e344f411-4a7b-4041-9e75-a75d906d7c9e,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,,,,,,,,,,,,,,,,,2025-07-05,mixpanel
click_dashboard_menu,2025-07-05 10:14:33,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/,197db4838fcce6-0fdec773151a04-26011151-3c0500-197db4838fcce6,$direct,$direct,rdbpjyar62tkmch6,2.55.1,api-js.mixpanel.com,1751735673832,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751735673891,2.55.1,e344f411-4a7b-4041-9e75-a75d906d7c9e,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,,,,,,,,,,,,,,,,,2025-07-05,mixpanel
menu_favorites,2025-07-05 10:14:38,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/dashboard,197db4838fcce6-0fdec773151a04-26011151-3c0500-197db4838fcce6,$direct,$direct,pe77lb1pl2pj0ogj,2.55.1,api-js.mixpanel.com,1751735679048,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751735679281,2.55.1,e344f411-4a7b-4041-9e75-a75d906d7c9e,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,,,,,,,,,,,,,,,,,2025-07-05,mixpanel
favorite_school_from_listFavorites,2025-07-05 10:14:39,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/favorites,197db4838fcce6-0fdec773151a04-26011151-3c0500-197db4838fcce6,$direct,$direct,655awt8frfeqmub7,2.55.1,api-js.mixpanel.com,1751735679048,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751735679282,2.55.1,e344f411-4a7b-4041-9e75-a75d906d7c9e,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,223466002509,223466002509,,7be8bdaf-267b-4835-a297-edbbb4592e8e,,,,,,,,,,,,,2025-07-05,mixpanel
favorite_school_from_listFavorites,2025-07-05 10:14:39,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/favorites,197db4838fcce6-0fdec773151a04-26011151-3c0500-197db4838fcce6,$direct,$direct,jkls2ep3zb4h91rb,2.55.1,api-js.mixpanel.com,1751735679048,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751735679271,2.55.1,e344f411-4a7b-4041-9e75-a75d906d7c9e,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,252250000439,252250000439,,8580a05f-d188-48b8-b70c-862a121796a7,,,,,,,,,,,,,2025-07-05,mixpanel
favorite_school_from_listFavorites,2025-07-05 10:14:39,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/favorites,197db4838fcce6-0fdec773151a04-26011151-3c0500-197db4838fcce6,$direct,$direct,l68zhxr00skg6xhc,2.55.1,api-js.mixpanel.com,1751735679048,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751735679261,2.55.1,e344f411-4a7b-4041-9e75-a75d906d7c9e,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,241298000684,441298000683,,066a6f72-da3c-44eb-b316-0ef33ec8d3b1,,,,,,,,,,,,,2025-07-05,mixpanel
remove_favorite_school_from_listFavorites,2025-07-05 10:14:39,e398f768-21f1-4928-ade9-7522837a6b48,Chrome,138.0,West Springfield,https://colombia.explorador.com/favorites,197db4838fcce6-0fdec773151a04-26011151-3c0500-197db4838fcce6,$direct,$direct,1rihio9xa5gnwv5j,2.55.1,api-js.mixpanel.com,1751735679048,Windows,Massachusetts,1280,3073,production,False,dd87a751-5164-4619-a23c-09e5aa50670d,US,web,1751735679282,2.55.1,e344f411-4a7b-4041-9e75-a75d906d7c9e,e398f768-21f1-4928-ade9-7522837a6b48,,,e398f768-21f1-4928-ade9-7522837a6b48,311848003102,311848003102,,a9930aff-4d25-4936-9295-ff4426ba0e8c,,,,,,,,,,,,,2025-07-05,mixpanel
